open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
2025-10-04 17:04:33.500,0.003709,0.003709,0.003709,0.003709,2694.0,2025-10-04 17:04:33.999,9.992046,5,2694.0,9.992046,0
2025-10-04 17:05:01.500,0.003709,0.003709,0.003709,0.003709,2701.0,2025-10-04 17:05:01.999,10.018009,1,0.0,0.0,0
2025-10-04 17:05:04.500,0.00371,0.00371,0.00371,0.00371,5395.0,2025-10-04 17:05:04.999,20.01545,2,5395.0,20.01545,0
2025-10-04 17:05:07.000,0.003711,0.003711,0.003711,0.003711,2693.0,2025-10-04 17:05:07.499,9.993723,4,2693.0,9.993723,0
2025-10-04 17:05:07.500,0.003712,0.003712,0.003712,0.003712,2693.0,2025-10-04 17:05:07.999,9.996416,1,2693.0,9.996416,0
2025-10-04 17:05:14.500,0.003713,0.003713,0.003713,0.003713,3692.0,2025-10-04 17:05:14.999,13.708396,2,3692.0,13.708396,0
2025-10-04 17:05:16.000,0.003714,0.003714,0.003714,0.003714,3691.0,2025-10-04 17:05:16.499,13.708374,2,3691.0,13.708374,0
2025-10-04 17:05:20.000,0.003715,0.003715,0.003715,0.003715,3690.0,2025-10-04 17:05:20.499,13.70835,2,3690.0,13.70835,0
2025-10-04 17:05:27.500,0.003716,0.003716,0.003716,0.003716,3689.0,2025-10-04 17:05:27.999,13.708324000000001,2,3689.0,13.708324000000001,0
2025-10-04 17:06:06.500,0.003716,0.003716,0.003716,0.003716,29250.0,2025-10-04 17:06:06.999,108.693,1,29250.0,108.693,0
2025-10-04 17:06:08.500,0.003715,0.003715,0.003715,0.003715,8553.0,2025-10-04 17:06:08.999,31.774395,1,0.0,0.0,0
2025-10-04 17:06:19.000,0.003714,0.003714,0.003714,0.003714,3690.0,2025-10-04 17:06:19.499,13.70466,2,0.0,0.0,0
2025-10-04 17:06:39.500,0.003713,0.003713,0.003711,0.003711,40731.0,2025-10-04 17:06:39.999,151.163815,8,0.0,0.0,0
2025-10-04 17:06:44.500,0.003712,0.003712,0.003712,0.003712,2691.0,2025-10-04 17:06:44.999,9.988992000000001,6,2691.0,9.988992000000001,0
2025-10-04 17:07:03.000,0.003711,0.003711,0.003711,0.003711,2692.0,2025-10-04 17:07:03.499,9.990012,1,0.0,0.0,0
2025-10-04 17:07:12.000,0.00371,0.00371,0.00371,0.00371,3693.0,2025-10-04 17:07:12.499,13.701030000000001,2,0.0,0.0,0
2025-10-04 17:07:18.500,0.003709,0.003709,0.003709,0.003709,30961.0,2025-10-04 17:07:18.999,114.834349,3,0.0,0.0,0
2025-10-04 17:07:27.000,0.00371,0.00371,0.00371,0.00371,2694.0,2025-10-04 17:07:27.499,9.99474,1,2694.0,9.99474,0
2025-10-04 17:07:29.000,0.003711,0.003711,0.003711,0.003711,3693.0,2025-10-04 17:07:29.499,13.704723,2,3693.0,13.704723,0
2025-10-04 17:07:31.500,0.003712,0.003712,0.003712,0.003712,3692.0,2025-10-04 17:07:31.999,13.704704,2,3692.0,13.704704,0
2025-10-04 17:07:39.500,0.003713,0.003713,0.003713,0.003713,3691.0,2025-10-04 17:07:39.999,13.704683,2,3691.0,13.704683,0
2025-10-04 17:07:49.000,0.003712,0.003712,0.003711,0.003711,35039.0,2025-10-04 17:07:49.499,130.032421,6,0.0,0.0,0
2025-10-04 17:08:01.000,0.00371,0.00371,0.00371,0.00371,2693.0,2025-10-04 17:08:01.499,9.99103,1,0.0,0.0,0
2025-10-04 17:08:07.500,0.003709,0.003709,0.003709,0.003709,88507.0,2025-10-04 17:08:07.999,328.272463,5,0.0,0.0,0
2025-10-04 17:08:15.000,0.003709,0.003709,0.003709,0.003709,4058.0,2025-10-04 17:08:15.499,15.051122,1,4058.0,15.051122,0
2025-10-04 17:08:17.000,0.003708,0.003708,0.003706,0.003706,64183.0,2025-10-04 17:08:17.499,237.959028,8,0.0,0.0,0
2025-10-04 17:08:25.000,0.003707,0.003707,0.003707,0.003707,17331.0,2025-10-04 17:08:25.499,64.246017,2,0.0,0.0,0
2025-10-04 17:08:26.000,0.003708,0.003708,0.003708,0.003708,2694.0,2025-10-04 17:08:26.499,9.989352,1,2694.0,9.989352,0
2025-10-04 17:08:28.500,0.003709,0.003711,0.003709,0.003711,37030.0,2025-10-04 17:08:28.999,137.40924900000002,6,37030.0,137.40924900000002,0
2025-10-04 17:08:32.500,0.003712,0.003712,0.003712,0.003712,32942.0,2025-10-04 17:08:32.999,122.28070400000001,3,32942.0,122.28070400000001,0
2025-10-04 17:09:06.000,0.003712,0.003712,0.003712,0.003712,5389.0,2025-10-04 17:09:06.499,20.003968,2,0.0,0.0,0
2025-10-04 17:09:10.000,0.003712,0.003712,0.00371,0.00371,333276.0,2025-10-04 17:09:10.499,1237.031659,9,0.0,0.0,0
2025-10-04 17:09:29.500,0.003712,0.003712,0.003712,0.003712,8491.0,2025-10-04 17:09:29.999,31.518591999999998,2,8491.0,31.518591999999998,0
2025-10-04 17:09:31.000,0.003713,0.003713,0.003713,0.003713,8332.0,2025-10-04 17:09:31.499,30.936716,3,8332.0,30.936716,0
2025-10-04 17:09:46.500,0.003712,0.003712,0.003712,0.003712,2692.0,2025-10-04 17:09:46.999,9.992704,1,0.0,0.0,0
2025-10-04 17:09:51.500,0.003711,0.003711,0.00371,0.00371,4844.0,2025-10-04 17:09:51.999,17.973931999999998,5,0.0,0.0,0
2025-10-04 17:10:05.500,0.003712,0.003713,0.003712,0.003713,116096.0,2025-10-04 17:10:05.999,431.05804400000005,6,116096.0,431.05804400000005,0
2025-10-04 17:10:15.500,0.003713,0.003713,0.003713,0.003713,807.0,2025-10-04 17:10:15.999,2.996391,1,807.0,2.996391,0
2025-10-04 17:10:16.000,0.003712,0.003712,0.003712,0.003712,2692.0,2025-10-04 17:10:16.499,9.992704,1,0.0,0.0,0
2025-10-04 17:10:16.500,0.003711,0.003711,0.003711,0.003711,2692.0,2025-10-04 17:10:16.999,9.990012,1,0.0,0.0,0
2025-10-04 17:10:32.500,0.003711,0.003711,0.003703,0.003706,10211361.0,2025-10-04 17:10:32.999,37840.08550800001,116,72284.0,267.919168,0
2025-10-04 17:10:35.500,0.003706,0.003707,0.003706,0.003707,151826.0,2025-10-04 17:10:35.999,562.776221,6,117470.0,435.452885,0
2025-10-04 17:10:36.000,0.003706,0.003706,0.003706,0.003706,17550.0,2025-10-04 17:10:36.499,65.0403,2,0.0,0.0,0
2025-10-04 17:10:37.500,0.003706,0.003707,0.003702,0.003707,3136250.0,2025-10-04 17:10:37.999,11615.377336000001,51,58010.0,214.82723000000001,0
2025-10-04 17:10:38.000,0.003704,0.003704,0.003704,0.003704,64713.0,2025-10-04 17:10:38.499,239.69695199999998,7,8352.0,30.935807999999994,0
2025-10-04 17:10:39.000,0.003706,0.003706,0.003706,0.003706,1519.0,2025-10-04 17:10:39.499,5.629414000000001,1,1519.0,5.629414000000001,0
2025-10-04 17:10:39.500,0.003704,0.003704,0.003704,0.003704,644.0,2025-10-04 17:10:39.999,2.385376,1,0.0,0.0,0
2025-10-04 17:10:44.000,0.003705,0.003705,0.003705,0.003705,440730.0,2025-10-04 17:10:44.499,1632.90465,8,440730.0,1632.90465,0
2025-10-04 17:10:45.000,0.003705,0.003705,0.003705,0.003705,316298.0,2025-10-04 17:10:45.499,1171.88409,4,316298.0,1171.88409,0
2025-10-04 17:10:45.500,0.003705,0.003705,0.003705,0.003705,2537.0,2025-10-04 17:10:45.999,9.399585,1,0.0,0.0,0
2025-10-04 17:10:54.500,0.003704,0.003704,0.003704,0.003704,1925.0,2025-10-04 17:10:54.999,7.130199999999999,1,0.0,0.0,0
2025-10-04 17:10:55.000,0.003704,0.003704,0.003704,0.003704,772.0,2025-10-04 17:10:55.499,2.859488,1,0.0,0.0,0
2025-10-04 17:10:58.000,0.003703,0.003703,0.003701,0.003701,340801.0,2025-10-04 17:10:58.499,1261.7959360000004,18,0.0,0.0,0
2025-10-04 17:11:13.500,0.003701,0.003701,0.003701,0.003701,3285.0,2025-10-04 17:11:13.999,12.157785,2,587.0,2.172487,0
2025-10-04 17:11:14.000,0.0037,0.0037,0.0037,0.0037,30727.0,2025-10-04 17:11:14.499,113.68990000000001,3,0.0,0.0,0
2025-10-04 17:11:18.500,0.003699,0.003699,0.003698,0.003698,69150.0,2025-10-04 17:11:18.999,255.763816,7,0.0,0.0,0
2025-10-04 17:11:47.000,0.003699,0.003699,0.003698,0.003698,782023.0,2025-10-04 17:11:47.499,2892.0823090000004,20,0.0,0.0,0
2025-10-04 17:11:52.500,0.003699,0.003699,0.003699,0.003699,110702.0,2025-10-04 17:11:52.999,409.48669799999993,3,110702.0,409.48669799999993,0
2025-10-04 17:11:54.000,0.0037,0.003701,0.0037,0.003701,5402.0,2025-10-04 17:11:54.499,19.990101,3,5402.0,19.990101,0
2025-10-04 17:12:05.500,0.003701,0.003702,0.0037,0.0037,39349.0,2025-10-04 17:12:05.999,145.660899,10,33949.0,125.678199,0
2025-10-04 17:12:11.500,0.003701,0.003701,0.003701,0.003701,139465.0,2025-10-04 17:12:11.999,516.1599649999999,3,139465.0,516.1599649999999,0
2025-10-04 17:12:18.500,0.003702,0.003704,0.003702,0.003704,7400.0,2025-10-04 17:12:18.999,27.398501,5,7400.0,27.398501,0
2025-10-04 17:12:36.000,0.003702,0.003702,0.003702,0.003702,2700.0,2025-10-04 17:12:36.499,9.9954,1,0.0,0.0,0
2025-10-04 17:13:02.000,0.003701,0.003701,0.003701,0.003701,2700.0,2025-10-04 17:13:02.499,9.9927,1,0.0,0.0,0
2025-10-04 17:13:35.500,0.0037,0.0037,0.0037,0.0037,3084.0,2025-10-04 17:13:35.999,11.4108,2,0.0,0.0,0
2025-10-04 17:13:39.500,0.003699,0.003699,0.003699,0.003699,12167.0,2025-10-04 17:13:39.999,45.005733,3,0.0,0.0,0
2025-10-04 17:13:54.500,0.003698,0.003698,0.003698,0.003698,1685.0,2025-10-04 17:13:54.999,6.23113,5,0.0,0.0,0
