open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
2025-10-05 16:22:17.500,1.275e-05,1.275e-05,1.275e-05,1.275e-05,23450704.0,2025-10-05 16:22:17.999,298.996476,1,0.0,0.0,0
2025-10-05 16:22:24.000,1.276e-05,1.276e-05,1.276e-05,1.276e-05,2078804.0,2025-10-05 16:22:24.499,26.525539039999998,1,2078804.0,26.525539039999998,0
2025-10-05 16:22:29.000,1.275e-05,1.275e-05,1.275e-05,1.275e-05,49267083.0,2025-10-05 16:22:29.499,628.15530825,2,0.0,0.0,0
2025-10-05 16:22:34.000,1.275e-05,1.275e-05,1.275e-05,1.275e-05,395800.0,2025-10-05 16:22:34.499,5.04645,1,0.0,0.0,0
2025-10-05 16:22:36.000,1.275e-05,1.275e-05,1.275e-05,1.275e-05,1000000.0,2025-10-05 16:22:36.499,12.75,1,0.0,0.0,0
2025-10-05 16:22:38.000,1.276e-05,1.276e-05,1.276e-05,1.276e-05,500000.0,2025-10-05 16:22:38.499,6.38,1,500000.0,6.38,0
2025-10-05 16:22:39.500,1.276e-05,1.276e-05,1.276e-05,1.276e-05,156703.0,2025-10-05 16:22:39.999,1.9995302799999999,1,156703.0,1.9995302799999999,0
2025-10-05 16:22:40.500,1.275e-05,1.275e-05,1.275e-05,1.275e-05,392920.0,2025-10-05 16:22:40.999,5.00973,1,0.0,0.0,0
2025-10-05 16:22:42.000,1.276e-05,1.276e-05,1.276e-05,1.276e-05,263268.0,2025-10-05 16:22:42.499,3.35929968,1,263268.0,3.35929968,0
2025-10-05 16:22:43.000,1.275e-05,1.275e-05,1.275e-05,1.275e-05,10548856.0,2025-10-05 16:22:43.499,134.497914,1,0.0,0.0,0
2025-10-05 16:22:44.500,1.276e-05,1.276e-05,1.276e-05,1.276e-05,1398629.0,2025-10-05 16:22:44.999,17.84650604,2,1398629.0,17.84650604,0
2025-10-05 16:22:53.500,1.276e-05,1.276e-05,1.276e-05,1.276e-05,235109.0,2025-10-05 16:22:53.999,2.99999084,1,235109.0,2.99999084,0
2025-10-05 16:22:54.500,1.276e-05,1.276e-05,1.276e-05,1.276e-05,341858.0,2025-10-05 16:22:54.999,4.36210808,1,341858.0,4.36210808,0
2025-10-05 16:23:00.500,1.275e-05,1.275e-05,1.275e-05,1.275e-05,86458186.0,2025-10-05 16:23:00.999,1102.3418715,2,0.0,0.0,0
2025-10-05 16:23:03.000,1.276e-05,1.276e-05,1.276e-05,1.276e-05,391849.0,2025-10-05 16:23:03.499,4.99999324,1,391849.0,4.99999324,0
2025-10-05 16:23:14.500,1.275e-05,1.275e-05,1.275e-05,1.275e-05,1054124.0,2025-10-05 16:23:14.999,13.440081,1,0.0,0.0,0
2025-10-05 16:23:20.500,1.275e-05,1.275e-05,1.275e-05,1.275e-05,18386786.0,2025-10-05 16:23:20.999,234.4315215,1,0.0,0.0,0
2025-10-05 16:23:24.000,1.276e-05,1.276e-05,1.276e-05,1.276e-05,5647036.0,2025-10-05 16:23:24.499,72.05617936,1,5647036.0,72.05617936,0
2025-10-05 16:23:26.000,1.275e-05,1.275e-05,1.275e-05,1.275e-05,1186535.0,2025-10-05 16:23:26.499,15.128321249999999,1,0.0,0.0,0
2025-10-05 16:23:28.500,1.276e-05,1.276e-05,1.276e-05,1.276e-05,15673981.0,2025-10-05 16:23:28.999,199.99999756,1,15673981.0,199.99999756,0
2025-10-05 16:23:33.000,1.275e-05,1.275e-05,1.275e-05,1.275e-05,500000.0,2025-10-05 16:23:33.499,6.375,6,0.0,0.0,0
2025-10-05 16:23:33.500,1.276e-05,1.276e-05,1.276e-05,1.276e-05,150000.0,2025-10-05 16:23:33.999,1.914,1,150000.0,1.914,0
